Run,Date,Sample,Compound,Peak #,Ret Time,Type,Width,Area,Start Time,End Time
22080834,220808,10241,toluene,1,3.933,   M,0.157,63610052,3.742,4.923
22080835,220808,10260,toluene,1,3.939,   M,0.148,67082549,3.737,4.93
22080836,220808,10274,toluene,1,3.936,   M,0.158,68928583,3.736,4.925
22080837,220808,10278,toluene,1,3.899,   M,0.201,83476323,3.743,4.948
22080838,220808,10285,toluene,1,3.865,   M,0.319,53542147,3.811,4.921
22080839,220808,10286,toluene,1,3.905,   M,0.318,49026173,3.815,4.884
22080840,220808,10290,toluene,1,3.919,   M,0.314,45419111,3.821,4.924
22080841,220808,10292,toluene,1,3.929,   M,0.304,35021545,3.838,4.902
22080842,220808,10295,toluene,1,3.948,   M,0.259,19805845,3.875,4.862
22080843,220808,10296,toluene,1,3.862,   M,0.28,52831526,3.808,4.894
22080901,220809,blank,toluene,,,,,0,,
22080902,220809,10298,toluene,1,3.948,   M,0.136,58905144,3.741,4.914
22080903,220809,10299,toluene,1,3.946,   M,0.147,67983667,3.752,4.927
22080904,220809,10300,toluene,1,3.928,   M,0.153,65807905,3.733,4.919
22080905,220809,10301,toluene,1,3.936,   M,0.162,70846471,3.74,4.92
22080906,220809,10302,toluene,1,3.941,   M,0.149,72672790,3.74,4.927
22080907,220809,10303,toluene,1,3.942,   M,0.144,71542461,3.744,4.925
22080908,220809,10304,toluene,1,3.943,   M,0.151,68121900,3.746,4.93
22080909,220809,10306,toluene,1,3.946,   M,0.14,68150166,3.745,4.918
22080910,220809,10307,toluene,1,3.946,   M,0.138,64165385,3.733,4.923
22080911,220809,10308,toluene,1,3.943,   M,0.149,69391394,3.735,4.922
22080912,220809,10309,toluene,1,3.936,   M,0.152,68109428,3.737,4.926
22080913,220809,10311,toluene,1,3.931,   M,0.16,60076536,3.742,4.916
22080914,220809,10314,toluene,1,3.933,   M,0.161,75351692,3.732,4.919
22080915,220809,10315,toluene,1,3.937,   M,0.158,75682670,3.735,4.918
22080916,220809,10318,toluene,1,3.935,   M,0.152,67262531,3.73,4.917
22080917,220809,10320,toluene,1,3.938,   M,0.157,67291749,3.737,4.923
22080918,220809,10321,toluene,1,3.935,   M,0.159,68290595,3.728,4.916
22080919,220809,10322,toluene,1,3.932,   M,0.158,68747134,3.734,4.916
22080920,220809,10323,toluene,1,3.937,   M,0.153,63049690,3.732,4.912
22080921,220809,10324,toluene,1,3.935,   M,0.155,68471480,3.74,4.92
22080922,220809,10325,toluene,1,3.925,   M,0.152,60764357,3.733,4.906
22080923,220809,10326,toluene,1,3.927,   M,0.163,66866038,3.744,4.923
22080924,220809,10327,toluene,1,3.929,   M,0.169,76194123,3.733,4.925
22080925,220809,10329,toluene,1,3.935,   M,0.155,71325393,3.732,4.92
22080926,220809,10330,toluene,1,3.927,   M,0.161,69168104,3.726,4.925
22080927,220809,10332,toluene,1,3.931,   M,0.154,65703480,3.738,4.934
22080928,220809,10334,toluene,1,3.925,   M,0.168,74450998,3.736,4.927
22080929,220809,10339,toluene,1,3.929,   M,0.163,67444572,3.745,4.921
22080930,220809,10340,toluene,1,3.922,   M,0.177,71162210,3.727,4.918
22080931,220809,10342,toluene,1,3.933,   M,0.159,66176183,3.738,4.925
22080932,220809,10343,toluene,1,3.925,   M,0.165,71468303,3.745,4.916
22080933,220809,10346,toluene,1,3.934,   M,0.311,26472611,3.826,4.908
22080934,220809,10347,toluene,1,3.91,   M,0.331,47579633,3.81,4.908
22080935,220809,10348,toluene,1,3.941,   M,0.301,23534023,3.827,4.892
22080936,220809,10349,toluene,1,3.931,   M,0.284,28734367,3.82,4.889
22080937,220809,10350,toluene,1,3.868,   M,0.318,44096263,3.817,4.92
22080938,220809,10351,toluene,1,3.938,   M,0.283,27183375,3.842,4.889
22080939,220809,10352,toluene,1,3.934,   M,0.302,26850288,3.827,4.899
22080940,220809,10353,toluene,1,3.865,   M,0.308,42673882,3.815,4.891
22080941,220809,9698,toluene,1,3.91,   M,0.234,27669092,3.814,4.731
22080942,220809,10412,toluene,1,3.909,   M,0.328,44945162,3.814,4.905
22080943,220809,10411,toluene,1,3.865,   M,0.285,46257989,3.811,4.92
22080944,220809,10410,toluene,1,3.863,   M,0.312,50043420,3.814,4.917
22080945,220809,10409,toluene,1,3.927,   M,0.297,35842949,3.822,4.907
22080946,220809,10408,toluene,1,3.931,   M,0.297,30205259,3.821,4.896
22080947,220809,10407,toluene,1,3.875,   M,0.31,37946326,3.824,4.905
22080948,220809,10406,toluene,1,3.929,   M,0.284,29622561,3.831,4.885
22081001,220810,blank,toluene,,,,,0,,
22081002,220810,10405,toluene,1,3.939,   M,0.135,61073873,3.741,4.906
22081003,220810,10404,toluene,1,3.945,   M,0.133,62585010,3.741,4.901
22081004,220810,10403,toluene,1,3.938,   M,0.134,64980879,3.733,4.873
22081005,220810,10402,toluene,1,3.932,   M,0.14,62441324,3.731,4.877
22081006,220810,10401,toluene,1,3.932,   M,0.149,66463274,3.734,4.89
22081007,220810,10400,toluene,1,3.934,   M,0.137,53986384,3.731,4.862
22081008,220810,10399,toluene,1,3.93,   M,0.155,73185306,3.726,4.918
22081009,220810,10398,toluene,1,3.933,   M,0.142,64510649,3.74,4.879
22081010,220810,10397,toluene,1,3.937,   M,0.148,72453294,3.736,4.914
22081011,220810,10396,toluene,1,3.939,   M,0.148,66966923,3.738,4.917
22081012,220810,10395,toluene,1,3.933,   M,0.153,71403793,3.736,4.911
22081013,220810,10394,toluene,1,3.932,   M,0.155,63512485,3.733,4.91
22081014,220810,10393,toluene,1,3.936,   M,0.155,77341367,3.738,4.918
22081015,220810,10392,toluene,1,3.936,   M,0.141,65401446,3.731,4.884
22081016,220810,10391,toluene,1,3.937,   M,0.141,62997756,3.74,4.886
22081017,220810,10390,toluene,1,3.935,   M,0.147,70590014,3.735,4.906
22081018,220810,10389,toluene,1,3.935,   M,0.142,66559006,3.741,4.882
22081019,220810,10388,toluene,1,3.941,   M,0.132,56667024,3.738,4.871
22081020,220810,10387,toluene,1,3.931,   M,0.146,63156988,3.729,4.882
22081021,220810,10386,toluene,1,3.933,   M,0.15,63301629,3.734,4.893
22081022,220810,10385,toluene,1,3.921,   M,0.184,70542049,3.735,4.887
22081023,220810,10384,toluene,1,3.933,   M,0.166,71707083,3.735,4.917
22081024,220810,10383,toluene,1,3.93,   M,0.156,63142023,3.729,4.889
22081025,220810,10382,toluene,1,3.926,   M,0.184,74700508,3.734,4.923
22081026,220810,10381,toluene,1,3.921,   M,0.18,70936872,3.729,4.911
22081027,220810,10379,toluene,1,3.923,   M,0.187,71058765,3.734,4.914
22081028,220810,10378,toluene,1,3.922,   M,0.182,72179573,3.727,4.904
22081029,220810,10376,toluene,1,3.92,   M,0.191,75075189,3.73,4.911
22081030,220810,10375,toluene,1,3.924,   M,0.168,62674232,3.735,4.891
22081031,220810,10354,toluene,1,3.925,   M,0.174,66299060,3.735,4.893
22081032,220810,10355,toluene,1,3.927,   M,0.17,69263401,3.734,4.918
22081033,220810,10356,toluene,1,3.931,   M,0.169,64327089,3.733,4.909
22081034,220810,10357,toluene,1,3.927,   M,0.17,72901318,3.727,4.913
22081035,220810,10358,toluene,1,3.909,   M,0.317,43451061,3.797,4.918
22081036,220810,10359,toluene,1,3.915,   M,0.305,44841884,3.815,4.898
22081037,220810,10360,toluene,1,3.913,   M,0.304,41677718,3.817,4.901
22081038,220810,10361,toluene,1,3.918,   M,0.299,34830322,3.828,4.893
22081039,220810,10362,toluene,1,3.941,   M,0.271,22100170,3.837,4.866
22081040,220810,10363,toluene,1,3.914,   M,0.307,45684320,3.818,4.907
22081041,220810,10364,toluene,1,3.935,   M,0.262,27191024,3.834,4.87
22081101,220811,blank,toluene,,,,,0,,
22081102,220811,10365,toluene,1,3.93,   M,0.163,75962920,3.742,4.92
22081103,220811,10367,toluene,1,3.93,   M,0.166,74437314,3.731,4.913
22081104,220811,10368,toluene,1,3.934,   M,0.16,69619551,3.732,4.915
22081105,220811,10371,toluene,1,3.929,   M,0.161,58899401,3.733,4.887
22081106,220811,10372,toluene,1,3.928,   M,0.164,68173679,3.742,4.913
22081107,220811,10373,toluene,1,3.927,   M,0.167,65150183,3.739,4.91
22081108,220811,10374,toluene,1,3.925,   M,0.169,60485550,3.725,4.907
22081109,220811,10413,toluene,1,3.922,   M,0.172,72570034,3.726,4.905
22081110,220811,10414,toluene,1,3.923,   M,0.177,74628672,3.734,4.919
22081111,220811,10415,toluene,1,3.926,   M,0.172,68524797,3.736,4.915
22081112,220811,10416,toluene,1,3.923,   M,0.174,71142064,3.733,4.911
22081113,220811,10417,toluene,1,3.92,   M,0.183,75244438,3.723,4.915
22081114,220811,10418,toluene,1,3.92,   M,0.176,59578471,3.727,4.908
22081115,220811,10419,toluene,1,3.923,   M,0.165,65573928,3.727,4.882
22081116,220811,10420,toluene,1,3.919,   M,0.18,69021580,3.725,4.907
22081117,220811,10421,toluene,1,3.928,   M,0.173,63249025,3.727,4.915
22081118,220811,10424,toluene,1,3.929,   M,0.17,73638607,3.735,4.918
22081119,220811,10425,toluene,1,3.925,   M,0.174,73436097,3.732,4.924
22081120,220811,10426,toluene,1,3.922,   M,0.177,66018720,3.739,4.911
22081121,220811,10427,toluene,1,3.906,   M,0.202,74347640,3.726,4.905
22081122,220811,10428,toluene,1,3.924,   M,0.175,61071186,3.736,4.909
22081123,220811,10429,toluene,1,3.925,   M,0.173,76464346,3.733,4.928
22081124,220811,10430,toluene,1,3.927,   M,0.174,71433240,3.727,4.919
22081125,220811,10431,toluene,1,3.925,   M,0.177,57135844,3.73,4.906
22081126,220811,10432,toluene,1,3.924,   M,0.175,73333444,3.728,4.911
22081127,220811,10433,toluene,1,3.925,   M,0.174,65926826,3.736,4.919
22081128,220811,10435,toluene,1,3.926,   M,0.172,71575376,3.733,4.919
22081129,220811,10437,toluene,1,3.922,   M,0.184,77732913,3.72,4.918
22081130,220811,10438,toluene,1,3.924,   M,0.18,78355779,3.725,4.909
22081131,220811,10439,toluene,1,3.924,   M,0.186,66072079,3.727,4.919
22081132,220811,10440,toluene,1,3.922,   M,0.182,75725851,3.727,4.916
22081133,220811,10443,toluene,1,3.923,   M,0.182,79024391,3.73,4.91
22081134,220811,10444,toluene,1,3.918,   M,0.181,76768998,3.737,4.916
22081135,220811,10445,toluene,1,3.921,   M,0.18,67012463,3.735,4.91
22081136,220811,10446,toluene,1,3.931,   M,0.152,69433893,3.735,4.923
22081137,220811,10447,toluene,1,3.919,   M,0.187,68771624,3.724,4.919
22072741B,220727,9482,toluene,1,3.866,   M,0.235,40986578,3.813,4.75
22072742B,220727,9483,toluene,1,3.963,   M,0.208,20597937,3.886,4.775
22072743B,220727,9486,toluene,1,3.936,   M,0.235,36442781,3.838,4.788
22072601,220726,blank,Peak_1,1,,,,0,,
22072601,220726,blank,Peak_2,2,,,,0,,
22072602,220726,9299,Peak_1,1,4.133,   M,0.037,1438560,4.087,4.167
22072602,220726,9299,Peak_2,2,4.614,   M,0.037,1958724,4.573,4.661
22072603,220726,9300,Peak_1,1,4.125,   M,0.04,1164935,4.074,4.166
22072603,220726,9300,Peak_2,2,4.607,   M,0.045,2039511,4.563,4.673
22072604,220726,9301,Peak_1,1,4.129,   M,0.036,1205052,4.087,4.177
22072604,220726,9301,Peak_2,2,4.611,   M,0.044,2195152,4.561,4.69
22072605,220726,9302,Peak_1,1,4.134,   M,0.037,1327498,4.086,4.175
22072605,220726,9302,Peak_2,2,4.612,   M,0.043,2141413,4.568,4.694
22072606,220726,9305,Peak_1,1,4.13,   M,0.041,1484224,4.084,4.174
22072606,220726,9305,Peak_2,2,4.611,   M,0.053,3071828,4.554,4.747
22072607,220726,9306,Peak_1,1,4.134,   M,0.039,1547029,4.082,4.188
22072607,220726,9306,Peak_2,2,4.615,   M,0.04,2158202,4.564,4.689
22072608,220726,9307,Peak_1,1,4.129,   M,0.039,1426544,4.076,4.179
22072608,220726,9307,Peak_2,2,4.611,   M,0.044,2381723,4.558,4.696
22072609,220726,9308,Peak_1,1,4.134,   M,0.038,1492260,4.088,4.19
22072609,220726,9308,Peak_2,2,4.615,   M,0.042,2369477,4.567,4.696
22072610,220726,9310,Peak_1,1,4.13,   M,0.037,1282087,4.075,4.173
22072610,220726,9310,Peak_2,2,4.611,   M,0.044,2238291,4.559,4.706
22072611,220726,9314,Peak_1,1,4.13,   M,0.036,1234977,4.086,4.171
22072611,220726,9314,Peak_2,2,4.612,   M,0.043,2226372,4.56,4.69
22072612,220726,9332,Peak_1,1,4.125,   M,0.039,1308161,4.078,4.168
22072612,220726,9332,Peak_2,2,4.606,   M,0.047,2475104,4.55,4.684
22072613,220726,9333,Peak_1,1,4.125,   M,0.038,1300428,4.079,4.163
22072613,220726,9333,Peak_2,2,4.606,   M,0.042,1970840,4.548,4.679
22072614,220726,9334,Peak_1,1,4.136,   M,0.036,1399223,4.089,4.183
22072614,220726,9334,Peak_2,2,4.616,   M,0.043,2474260,4.569,4.695
22072615,220726,9336,Peak_1,1,4.133,   M,0.038,1436001,4.082,4.182
22072615,220726,9336,Peak_2,2,4.614,   M,0.044,2284287,4.563,4.691
22072616,220726,9339,Peak_1,1,4.136,   M,0.035,1338209,4.08,4.168
22072616,220726,9339,Peak_2,2,4.616,   M,0.04,2244395,4.571,4.683
22072617,220726,9340,Peak_1,1,4.129,   M,0.04,1277375,4.081,4.175
22072617,220726,9340,Peak_2,2,4.609,   M,0.047,2367079,4.557,4.704
22072618,220726,9343,Peak_1,1,4.138,   M,0.037,1474465,4.085,4.192
22072618,220726,9343,Peak_2,2,4.617,   M,0.05,2845040,4.565,4.736
22072619,220726,9344,Peak_1,1,4.13,   M,0.04,1549900,4.081,4.188
22072619,220726,9344,Peak_2,2,4.612,   M,0.051,2864632,4.556,4.727
22072620,220726,9347,Peak_1,1,4.133,   M,0.039,1449112,4.08,4.171
22072620,220726,9347,Peak_2,2,4.613,   M,0.047,2546388,4.56,4.708
22072621,220726,9348,Peak_1,1,4.125,   M,0.037,1265256,4.081,4.17
22072621,220726,9348,Peak_2,2,4.608,   M,0.046,2360273,4.553,4.696
22072622,220726,9350,Peak_1,1,4.133,   M,0.034,1148661,4.092,4.171
22072622,220726,9350,Peak_2,2,4.614,   M,0.049,2636394,4.562,4.7
22072623,220726,9351,Peak_1,1,4.138,   M,0.033,1452630,4.097,4.186
22072623,220726,9351,Peak_2,2,4.618,   M,0.045,2758102,4.565,4.732
22072624,220726,9353,Peak_1,1,4.134,   M,0.037,1387332,4.088,4.179
22072624,220726,9353,Peak_2,2,4.614,   M,0.05,2748996,4.561,4.728
22072625,220726,9355,Peak_1,1,4.129,   M,0.038,1390737,4.078,4.171
22072625,220726,9355,Peak_2,2,4.611,   M,0.044,2314578,4.559,4.704
22072626,220726,9359,Peak_1,1,4.133,   M,0.038,1525588,4.084,4.178
22072626,220726,9359,Peak_2,2,4.614,   M,0.05,3039324,4.563,4.74
22072627,220726,9361,Peak_1,1,4.133,   M,0.038,1455524,4.081,4.171
22072627,220726,9361,Peak_2,2,4.614,   M,0.043,2376280,4.565,4.704
22072628,220726,9364,Peak_1,1,4.133,   M,0.038,1303815,4.081,4.191
22072628,220726,9364,Peak_2,2,4.615,   M,0.043,2104587,4.561,4.701
22072629,220726,9365,Peak_1,1,4.142,   M,0.034,1539754,4.096,4.188
22072629,220726,9365,Peak_2,2,4.621,   M,0.04,2561942,4.573,4.697
22072630,220726,9366,Peak_1,1,4.139,   M,0.036,1625007,4.089,4.194
22072630,220726,9366,Peak_2,2,4.62,   M,0.046,2918859,4.563,4.748
22072631,220726,9392,Peak_1,1,4.147,   M,0.032,1744903,4.104,4.196
22072631,220726,9392,Peak_2,2,4.625,   M,0.04,2965957,4.581,4.737
22072632,220726,9393,Peak_1,1,4.144,   M,0.032,1522201,4.104,4.194
22072632,220726,9393,Peak_2,2,4.623,   M,0.04,2707720,4.58,4.73
22072633,220726,9394,Peak_1,1,4.138,   M,0.036,1542485,4.093,4.202
22072633,220726,9394,Peak_2,2,4.618,   M,0.044,2724474,4.561,4.738
22072634,220726,9399,Peak_1,1,4.138,   M,0.034,1532327,4.099,4.204
22072634,220726,9399,Peak_2,2,4.62,   M,0.041,2661409,4.572,4.729
22072635,220726,9401,Peak_1,1,4.147,   M,0.033,1816323,4.102,4.214
22072635,220726,9401,Peak_2,2,4.626,   M,0.042,3265428,4.58,4.765
22072636,220726,9408,Peak_1,1,4.13,   M,0.038,1636577,4.082,4.186
22072636,220726,9408,Peak_2,2,4.611,   M,0.046,3006896,4.561,4.734
22072637,220726,9409,Peak_1,1,4.144,   M,0.033,1684209,4.107,4.195
22072637,220726,9409,Peak_2,2,4.624,   M,0.043,3275196,4.571,4.753
22072638,220726,9412,Peak_1,1,4.597,   M,0.117,1719099,4.523,4.807
22072638,220726,9412,Peak_2,2,,,,0,,
22072639,220726,9413,Peak_1,1,4.597,   M,0.119,1634187,4.527,4.809
22072639,220726,9413,Peak_2,2,,,,0,,
22072640,220726,9415,Peak_1,1,4.606,   M,0.127,1715542,4.533,4.849
22072640,220726,9415,Peak_2,2,,,,0,,
22072701,220727,blank,Peak_1,1,,,,0,,
22072701,220727,blank,Peak_2,2,,,,0,,
22072702,220727,9416,Peak_1,1,4.125,   M,0.038,1582881,4.079,4.184
22072702,220727,9416,Peak_2,2,4.606,   M,0.051,2872385,4.555,4.738
22072703,220727,9421,Peak_1,1,4.125,   M,0.04,1530063,4.077,4.175
22072703,220727,9421,Peak_2,2,4.605,   M,0.046,2485400,4.557,4.687
22072704,220727,9424,Peak_1,1,4.117,   M,0.043,1424612,4.061,4.168
22072704,220727,9424,Peak_2,2,4.602,   M,0.052,2548773,4.55,4.709
22072705,220727,9425,Peak_1,1,4.12,   M,0.04,1384117,4.068,4.178
22072705,220727,9425,Peak_2,2,4.602,   M,0.053,2690682,4.548,4.74
22072706,220727,9426,Peak_1,1,4.125,   M,0.042,1490741,4.075,4.201
22072706,220727,9426,Peak_2,2,4.606,   M,0.055,2802575,4.547,4.748
22072707,220727,9427,Peak_1,1,4.125,   M,0.041,1525289,4.082,4.221
22072707,220727,9427,Peak_2,2,4.607,   M,0.05,2718746,4.555,4.738
22072708,220727,9428,Peak_1,1,4.12,   M,0.042,1418914,4.064,4.163
22072708,220727,9428,Peak_2,2,4.601,   M,0.057,3022957,4.552,4.741
22072709,220727,9430,Peak_1,1,4.126,   M,0.042,1706321,4.072,4.198
22072709,220727,9430,Peak_2,2,4.609,   M,0.053,3171506,4.557,4.757
22072710,220727,9431,Peak_1,1,4.12,   M,0.043,1553127,4.07,4.181
22072710,220727,9431,Peak_2,2,4.604,   M,0.053,2948293,4.548,4.735
22072711,220727,9433,Peak_1,1,4.121,   M,0.041,1422045,4.072,4.166
22072711,220727,9433,Peak_2,2,4.605,   M,0.048,2514122,4.557,4.697
22072712,220727,9434,Peak_1,1,4.121,   M,0.041,1484678,4.073,4.187
22072712,220727,9434,Peak_2,2,4.604,   M,0.054,2974554,4.552,4.742
22072713,220727,9438,Peak_1,1,4.125,   M,0.041,1444806,4.075,4.18
22072713,220727,9438,Peak_2,2,4.606,   M,0.051,2826455,4.555,4.731
22072714,220727,9439,Peak_1,1,4.134,   M,0.038,1880276,4.083,4.187
22072714,220727,9439,Peak_2,2,4.614,   M,0.044,2861876,4.569,4.735
22072715,220727,9440,Peak_1,1,4.125,   M,0.041,1525759,4.078,4.178
22072715,220727,9440,Peak_2,2,4.607,   M,0.052,2927560,4.544,4.742
22072716,220727,9441,Peak_1,1,4.131,   M,0.039,1613595,4.084,4.195
22072716,220727,9441,Peak_2,2,4.612,   M,0.047,2820345,4.564,4.744
22072717,220727,9443,Peak_1,1,4.121,   M,0.042,1580624,4.07,4.186
22072717,220727,9443,Peak_2,2,4.603,   M,0.05,2857112,4.552,4.732
22072718,220727,9445,Peak_1,1,4.116,   M,0.04,1338827,4.068,4.171
22072718,220727,9445,Peak_2,2,4.6,   M,0.056,2972544,4.54,4.737
22072719,220727,9446,Peak_1,1,4.125,   M,0.04,1682785,4.072,4.19
22072719,220727,9446,Peak_2,2,4.607,   M,0.052,3076388,4.549,4.742
22072720,220727,9447,Peak_1,1,4.125,   M,0.039,1615752,4.072,4.169
22072720,220727,9447,Peak_2,2,4.607,   M,0.058,3853005,4.485,4.764
22072721,220727,9448,Peak_1,1,4.116,   M,0.045,1568698,4.064,4.165
22072721,220727,9448,Peak_2,2,4.597,   M,0.06,3214797,4.539,4.752
22072722,220727,9449,Peak_1,1,4.125,   M,0.042,1728764,4.073,4.185
22072722,220727,9449,Peak_2,2,4.607,   M,0.047,2816356,4.55,4.706
22072723,220727,9450,Peak_1,1,4.125,   M,0.039,1595903,4.075,4.185
22072723,220727,9450,Peak_2,2,4.607,   M,0.058,3682800,4.484,4.752
22072724,220727,9451,Peak_1,1,4.125,   M,0.042,1702087,4.071,4.188
22072724,220727,9451,Peak_2,2,4.606,   M,0.051,3365113,4.55,4.729
22072725,220727,9454,Peak_1,1,4.125,   M,0.035,1300621,4.078,4.174
22072725,220727,9454,Peak_2,2,4.608,   M,0.046,2581592,4.557,4.706
22072726,220727,9455,Peak_1,1,4.121,   M,0.043,1460211,4.068,4.177
22072726,220727,9455,Peak_2,2,4.6,   M,0.057,3100428,4.545,4.748
22072727,220727,9456,Peak_1,1,4.134,   M,0.037,1579715,4.084,4.187
22072727,220727,9456,Peak_2,2,4.614,   M,0.059,3885387,4.481,4.791
22072728,220727,9457,Peak_1,1,4.129,   M,0.041,1577757,4.074,4.211
22072728,220727,9457,Peak_2,2,4.61,   M,0.055,3093899,4.552,4.834
22072729,220727,9460,Peak_1,1,4.13,   M,0.04,1336092,4.072,4.195
22072729,220727,9460,Peak_2,2,4.612,   M,0.059,3030663,4.473,4.799
22072730,220727,9461,Peak_1,1,4.116,   M,0.042,1103354,4.066,4.176
22072730,220727,9461,Peak_2,2,4.601,   M,0.066,2861770,4.483,4.804
22072731,220727,9463,Peak_1,1,4.12,   M,0.043,1268250,4.066,4.176
22072731,220727,9463,Peak_2,2,4.604,   M,0.073,3482633,4.47,4.857
22072732,220727,9465,Peak_1,1,4.12,   M,0.046,1248590,4.061,4.193
22072732,220727,9465,Peak_2,2,4.603,   M,0.078,3640323,4.471,4.876
22072733,220727,9468,Peak_1,1,4.125,   M,0.042,1305766,4.076,4.185
22072733,220727,9468,Peak_2,2,4.606,   M,0.065,3270757,4.477,4.831
22072734,220727,9470,Peak_1,1,4.125,   M,0.043,1302718,4.056,4.182
22072734,220727,9470,Peak_2,2,4.605,   M,0.069,3241480,4.472,4.842
22072735,220727,9472,Peak_1,1,4.121,   M,0.042,1207423,4.066,4.19
22072735,220727,9472,Peak_2,2,4.603,   M,0.063,3009756,4.476,4.792
22072736,220727,9473,Peak_1,1,4.125,   M,0.039,1223787,4.07,4.183
22072736,220727,9473,Peak_2,2,4.606,   M,0.059,2937314,4.471,4.82
22072737,220727,9476,Peak_1,1,,,,0,,
22072737,220727,9476,Peak_2,2,4.599,   M,0.117,1158774,4.529,4.86
22072738,220727,9477,Peak_1,1,,,,0,,
22072738,220727,9477,Peak_2,2,4.606,   M,0.116,1155479,4.53,4.848
22072739,220727,9479,Peak_1,1,,,,0,,
22072739,220727,9479,Peak_2,2,4.602,   M,0.119,1173503,4.521,4.847
22072740,220727,9480,Peak_1,1,,,,0,,
22072740,220727,9480,Peak_2,2,4.602,   M,0.118,1111160,4.53,4.862
22072801,220728,blank,Peak_1,1,,,,0,,
22072801,220728,blank,Peak_2,2,,,,0,,
22072802,220728,9490,Peak_1,1,4.117,   M,0.042,1167363,4.068,4.18
22072802,220728,9490,Peak_2,2,4.601,   M,0.069,3113929,4.473,4.877
22072803,220728,9491,Peak_1,1,4.125,   M,0.04,1218442,4.066,4.172
22072803,220728,9491,Peak_2,2,4.605,   M,0.058,2688168,4.477,4.814
22072804,220728,9492,Peak_1,1,4.133,   M,0.039,1391614,4.07,4.21
22072804,220728,9492,Peak_2,2,4.613,   M,0.061,3381040,4.477,4.871
22072805,220728,9493,Peak_1,1,4.133,   M,0.04,1315446,4.07,4.203
22072805,220728,9493,Peak_2,2,4.611,   M,0.059,3111534,4.476,4.856
22072806,220728,9494,Peak_1,1,4.116,   M,0.043,1077398,4.066,4.175
22072806,220728,9494,Peak_2,2,4.601,   M,0.073,3081066,4.474,4.884
22072807,220728,9502,Peak_1,1,4.126,   M,0.041,1361309,4.072,4.196
22072807,220728,9502,Peak_2,2,4.609,   M,0.063,3312446,4.478,4.865
22072808,220728,9503,Peak_1,1,4.134,   M,0.039,1545009,4.08,4.213
22072808,220728,9503,Peak_2,2,4.615,   M,0.061,3661052,4.48,4.891
22072809,220728,9504,Peak_1,1,4.12,   M,0.041,1265372,4.063,4.185
22072809,220728,9504,Peak_2,2,4.603,   M,0.069,3325075,4.471,4.882
22072810,220728,9505,Peak_1,1,4.122,   M,0.044,1393122,4.061,4.197
22072810,220728,9505,Peak_2,2,4.605,   M,0.069,3471233,4.468,4.863
22072811,220728,9506,Peak_1,1,4.125,   M,0.04,1465052,4.068,4.193
22072811,220728,9506,Peak_2,2,4.607,   M,0.066,3643043,4.47,4.888
22072812,220728,9507,Peak_1,1,4.125,   M,0.04,1321715,4.07,4.201
22072812,220728,9507,Peak_2,2,4.607,   M,0.059,2948050,4.466,4.845
22072813,220728,9508,Peak_1,1,4.125,   M,0.041,1410365,4.067,4.194
22072813,220728,9508,Peak_2,2,4.606,   M,0.065,3509157,4.474,4.849
22072814,220728,9509,Peak_1,1,4.134,   M,0.036,1310779,4.079,4.188
22072814,220728,9509,Peak_2,2,4.613,   M,0.057,3120020,4.473,4.852
22072815,220728,9510,Peak_1,1,4.107,   M,0.049,1348037,4.05,4.182
22072815,220728,9510,Peak_2,2,4.592,   M,0.077,3399019,4.465,4.857
22072816,220728,9511,Peak_1,1,4.121,   M,0.043,1358109,4.064,4.21
22072816,220728,9511,Peak_2,2,4.602,   M,0.07,3582855,4.47,4.854
22072817,220728,9512,Peak_1,1,4.12,   M,0.043,1339658,4.059,4.176
22072817,220728,9512,Peak_2,2,4.601,   M,0.058,2848203,4.476,4.747
22072818,220728,9518,Peak_1,1,4.132,   M,0.039,1559904,4.08,4.229
22072818,220728,9518,Peak_2,2,4.612,   M,0.053,3121829,4.476,4.765
22072819,220728,9528,Peak_1,1,4.129,   M,0.04,1390599,4.068,4.186
22072819,220728,9528,Peak_2,2,4.611,   M,0.065,3472718,4.466,4.865
22072820,220728,9529,Peak_1,1,4.14,   M,0.036,1396732,4.08,4.195
22072820,220728,9529,Peak_2,2,4.619,   M,0.055,3367858,4.471,4.846
22072821,220728,9531,Peak_1,1,4.138,   M,0.038,1715008,4.08,4.22
22072821,220728,9531,Peak_2,2,4.618,   M,0.061,4068015,4.473,4.954
22072822,220728,9534,Peak_1,1,4.138,   M,0.035,1532364,4.084,4.221
22072822,220728,9534,Peak_2,2,4.617,   M,0.058,3475850,4.474,4.88
22072823,220728,9557,Peak_1,1,4.138,   M,0.038,1596712,4.086,4.191
22072823,220728,9557,Peak_2,2,4.618,   M,0.06,3833267,4.483,4.894
22072824,220728,9561,Peak_1,1,4.129,   M,0.039,1353769,4.079,4.198
22072824,220728,9561,Peak_2,2,4.61,   M,0.068,3805202,4.467,4.89
22072825,220728,9563,Peak_1,1,4.134,   M,0.036,1422399,4.084,4.195
22072825,220728,9563,Peak_2,2,4.615,   M,0.061,3792155,4.484,4.894
22072826,220728,9571,Peak_1,1,4.14,   M,0.037,1684341,4.086,4.201
22072826,220728,9571,Peak_2,2,4.62,   M,0.059,4066703,4.472,4.879
22072827,220728,9585,Peak_1,1,4.142,   M,0.035,1936629,4.098,4.208
22072827,220728,9585,Peak_2,2,4.621,   M,0.056,4592276,4.48,4.879
